sample_id,group,epoch,country,sex,year_from,year_to,date_mid,date_bp,date_uncertainty,lat,lon,haplogroup
I5407,HGS,Mesolithic,Serbia,F,-8300.0,-7400.0,-7850.0,9800.0,450.0,44.54999923706055,22.030000686645508,H13
I5408,HGS,Mesolithic,Romania,M,-6000.0,-5000.0,-5500.0,7450.0,500.0,44.52000045776367,22.719999313354492,K1c
I5427,NEGr,Neolithic,Greece,F,-6005.0,-5879.0,-5942.0,7892.0,63.0,36.63999938964844,22.3799991607666,K1a24
I5428,CAIB,Copper Age,Portugal,M,-3300.0,-2900.0,-3100.0,5050.0,200.0,39.624061584472656,-9.047188758850098,U5b1+16189+@16192
I5429,CAIB,Copper Age,Portugal,M,-3010.0,-2887.0,-2948.5,4898.5,61.5,38.387001037597656,-7.550000190734863,J2b1a3
I5436,HGS,Mesolithic,Romania,F,-7451.0,-6698.0,-7074.5,9024.5,376.5,44.630001068115234,22.61000061035156,U5a2
I5441,BABI,Bronze Age,Great Britain,M,-1938.0,-1744.0,-1841.0,3791.0,97.0,50.426082611083984,-3.5805370807647705,H1+16239
I5469,BABI,Bronze Age,Great Britain,F,-1642.0,-1503.0,-1572.5,3522.5,69.5,55.97407531738281,-3.1760730743408203,H5'36
I5470,BABI,Bronze Age,Great Britain,U,-1620.0,-1449.0,-1534.5,3484.5,85.5,55.97407531738281,-3.1760730743408203,H15a1
I5471,BBC,Bronze Age,Great Britain,F,-2266.0,-2025.0,-2145.5,4095.5,120.5,55.94733810424805,-2.470720052719116,H1c3a
I5473,BABI,Bronze Age,Great Britain,M,-2400.0,-2100.0,-2250.0,4200.0,150.0,55.62127304077149,-3.619658946990967,U5b
I5512,BBC,Bronze Age,Great Britain,F,-2500.0,-1800.0,-2150.0,4100.0,350.0,51.2400016784668,-1.7599999904632568,J1c
I5513,BBC,Bronze Age,Great Britain,M,-2500.0,-1800.0,-2150.0,4100.0,350.0,51.220001220703125,-1.7699999809265137,V
I5514,BBC,Copper Age,Czech Republic,M,-2500.0,-2000.0,-2250.0,4200.0,250.0,50.0504150390625,14.366726875305176,T2b+152
I5515,BABI,Bronze Age,Great Britain,M,-2034.0,-1775.0,-1904.5,3854.5,129.5,56.0620002746582,-3.419178009033203,H3+16311
I5516,BABI,Bronze Age,Great Britain,M,-1866.0,-1615.0,-1740.5,3690.5,125.5,56.192657470703125,-4.05770206451416,T2a1b1a1b
I5519,BBC,Copper Age,Germany,M,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.33000183105469,10.895000457763672,I4a
I5520,BBC,Copper Age,Germany,F,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.33000183105469,10.895000457763672,K1b2a
I5521,BBC,Copper Age,Germany,F,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.33000183105469,10.895000457763672,J1b1a1
I5522,BBC,Copper Age,Germany,F,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.33000183105469,10.895000457763672,J1b1a1
I5523,BBC,Copper Age,Germany,F,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.66299819946289,12.70699977874756,K1b1a1+199
I5524,BBC,Copper Age,Germany,F,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.66299819946289,12.70699977874756,H72
I5525,BBC,Copper Age,Germany,F,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.66299819946289,12.70699977874756,U4b1b2
I5526,BBC,Copper Age,Germany,F,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.66299819946289,12.70699977874756,H72
I5527,BBC,Copper Age,Germany,F,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.71099853515625,11.45300006866455,K2b1a1
I5529,BBC,Copper Age,Germany,M,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.69100189208984,13.015999794006348,HV15
I5530,BBC,Copper Age,Germany,M,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.70591354370117,11.325374603271484,K1b1a1
I5531,BBC,Copper Age,Germany,F,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.70591354370117,11.325374603271484,T2b
I5655,BBC,Copper Age,Germany,F,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.84099960327149,12.75,H5a1
I5656,BBC,Copper Age,Germany,U,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.84099960327149,12.75,T2g2
I5657,BBC,Copper Age,Germany,M,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.84099960327149,12.75,T2b+152
I5658,BBC,Copper Age,Germany,F,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.84099960327149,12.75,T2b+152
I5659,BBC,Copper Age,Germany,M,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.84099960327149,12.75,K1a4b
I5660,BBC,Copper Age,Germany,M,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.84099960327149,12.75,T1a1
I5661,BBC,Copper Age,Germany,M,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.84099960327149,12.75,K1b1b1
I5663,BBC,Copper Age,Germany,M,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.84099960327149,12.75,U5a2+16294
I5665,BBC,Copper Age,Spain,M,-2280.0,-1984.0,-2132.0,4082.0,148.0,42.72502899169922,-3.8445370197296143,K1a24a
I5666,BBC,Copper Age,Czech Republic,M,-2500.0,-1900.0,-2200.0,4150.0,300.0,50.27401351928711,15.813870429992676,U4a2c
I5748,BBC,Copper Age,The Netherlands,M,-2579.0,-2233.0,-2406.0,4356.0,173.0,52.73356246948242,5.096182823181152,X2b4
I5750,BBC,Copper Age,The Netherlands,M,-2300.0,-1900.0,-2100.0,4050.0,200.0,52.73356246948242,5.096182823181152,K1b1a1+199
I5755,BBC,Copper Age,Switzerland,M,-2469.0,-1984.0,-2226.5,4176.5,242.5,46.23170852661133,7.351236820220947,K2b1a
I5757,BBC,Copper Age,Switzerland,M,-2469.0,-1984.0,-2226.5,4176.5,242.5,46.23170852661133,7.351236820220947,H3af
I5759,BBC,Copper Age,Switzerland,F,-2469.0,-1984.0,-2226.5,4176.5,242.5,46.23170852661133,7.351236820220947,U2e1c1
I5769,IABA,Iron Age,Bulgaria,F,-500.0,-400.0,-450.0,2400.0,50.0,43.15999984741211,25.8799991607666,H
I5771,HGS,Mesolithic,Serbia,M,-6500.0,-6250.0,-6375.0,8325.0,125.0,44.529998779296875,22.049999237060547,U5a1c1
I5772,HGS,Mesolithic,Serbia,M,-7100.0,-5900.0,-6500.0,8450.0,600.0,44.529998779296875,22.049999237060547,U5a2a
I5773,HGS,Mesolithic,Serbia,M,-8240.0,-7940.0,-8090.0,10040.0,150.0,44.529998779296875,22.049999237060547,U4a
I5833,BBC,Copper Age,Germany,M,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.84099960327149,12.75,J1c
I5834,BBC,Copper Age,Germany,F,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.84099960327149,12.75,W5
I5835,BBC,Copper Age,Germany,M,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.84099960327149,12.75,J1c
I5836,BBC,Copper Age,Germany,F,-2500.0,-2000.0,-2250.0,4200.0,250.0,49.65288543701172,8.327681541442871,H1b1+16362
I5838,CAIB,Copper Age,Spain,M,-2900.0,-2346.0,-2623.0,4573.0,277.0,42.33333206176758,-3.5,K1a+195
I5868,NEUk,Neolithic,Ukraine,M,-5467.0,-5315.0,-5391.0,7341.0,76.0,47.95000076293945,35.38999938964844,U4d
I5869,NEUk,Neolithic,Ukraine,M,-6500.0,-4000.0,-5250.0,7200.0,1250.0,47.95000076293945,35.38999938964844,U4b1b1
I5870,NEUk,Neolithic,Ukraine,M,-5475.0,-5344.0,-5409.5,7359.5,65.5,47.95000076293945,35.38999938964844,U4b1b1
I5872,NEUk,Neolithic,Ukraine,M,-5489.0,-5375.0,-5432.0,7382.0,57.0,47.95000076293945,35.38999938964844,U5a2a
I5873,NEUk,Neolithic,Ukraine,F,-5469.0,-5322.0,-5395.5,7345.5,73.5,47.95000076293945,35.38999938964844,U4b
I5875,NEUk,Neolithic,Ukraine,M,-5291.0,-5060.0,-5175.5,7125.5,115.5,48.90999984741211,33.7599983215332,U4a1
I5876,HGE,Mesolithic,Ukraine,M,-7040.0,-6703.0,-6871.5,8821.5,168.5,48.90999984741211,33.7599983215332,U5a2a
I5878,NEUk,Neolithic,Ukraine,M,-5299.0,-5076.0,-5187.5,7137.5,111.5,48.90999984741211,33.7599983215332,U4b1a1a
I5881,NEUk,Neolithic,Ukraine,M,-5218.0,-5059.0,-5138.5,7088.5,79.5,48.90999984741211,33.7599983215332,U5a1b
I5882,NEUk,Neolithic,Ukraine,F,-3264.0,-2929.0,-3096.5,5046.5,167.5,48.90999984741211,33.7599983215332,U5a2a
I5883,NEUk,Neolithic,Ukraine,M,-5208.0,-5003.0,-5105.5,7055.5,102.5,48.90999984741211,33.7599983215332,U4a
I5884,NEUk,Neolithic,Ukraine,M,-2890.0,-2696.0,-2793.0,4743.0,97.0,48.90999984741211,33.7599983215332,U5a2b
I5885,NEUk,Neolithic,Ukraine,F,-6392.0,-5927.0,-6159.5,8109.5,232.5,48.90999984741211,33.7599983215332,U5b2b
I5890,NEUk,Neolithic,Ukraine,M,-5286.0,-5062.0,-5174.0,7124.0,112.0,48.90999984741211,33.7599983215332,U5a1b
I5892,NEUk,Neolithic,Ukraine,M,-5301.0,-4982.0,-5141.5,7091.5,159.5,48.90999984741211,33.7599983215332,U4a1
I5957,NEUk,Neolithic,Ukraine,M,-6500.0,-4000.0,-5250.0,7200.0,1250.0,47.95000076293945,35.38999938964844,T2
I6466,BBC,Copper Age,Portugal,M,-2700.0,-2300.0,-2500.0,4450.0,200.0,38.875,-9.074999809265137,K1b1a1
I6467,BBC,Copper Age,Portugal,F,-2700.0,-2300.0,-2500.0,4450.0,200.0,38.875,-9.074999809265137,K1a4a1
I6468,BBC,Copper Age,Czech Republic,F,-2500.0,-1900.0,-2200.0,4150.0,300.0,50.16666793823242,14.31666660308838,K2b1
I6470,BAIB,Bronze Age,Spain,M,-1753.0,-1549.0,-1651.0,3601.0,102.0,42.72511291503906,3.8423900604248047,J1c1
I6471,BBC,Copper Age,Spain,M,-2500.0,-2000.0,-2250.0,4200.0,250.0,40.49032974243164,-3.3738880157470703,U5b1c1
I6472,BBC,Copper Age,Spain,M,-2500.0,-2000.0,-2250.0,4200.0,250.0,40.49032974243164,-3.3738880157470703,HV0b
I6475,BBC,Copper Age,Spain,F,-2500.0,-2000.0,-2250.0,4200.0,250.0,40.49032974243164,-3.3738880157470703,U5b3
I6476,BBC,Copper Age,Czech Republic,F,-2500.0,-1900.0,-2200.0,4150.0,300.0,50.50950622558594,14.044520378112791,U5a1b1
I6480,BBC,Copper Age,Czech Republic,M,-2500.0,-1900.0,-2200.0,4150.0,300.0,50.16666793823242,14.31666660308838,U4a2
I6481,BBC,Copper Age,Germany,M,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.70591354370117,11.325374603271484,U5a1a1
I6482,BBC,Copper Age,Germany,F,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.70591354370117,11.325374603271484,U4d2
I6490,CLIB,Classical Age,Spain,F,200.0,500.0,350.0,1600.0,150.0,41.27399826049805,1.1779999732971191,K1c2
I6491,CLIB,Classical Age,Spain,M,200.0,500.0,350.0,1600.0,150.0,41.27399826049805,1.1779999732971191,H4a1a
I6492,CLIB,Classical Age,Spain,M,200.0,500.0,350.0,1600.0,150.0,41.27399826049805,1.1779999732971191,T2b11
I6531,EBAPl,Bronze Age,Poland,M,-2286.0,-2038.0,-2162.0,4112.0,124.0,50.22999954223633,18.219999313354492,U5b2b1a1
I6534,BBC,Copper Age,Poland,M,-2456.0,-2149.0,-2302.5,4252.5,153.5,50.09000015258789,18.100000381469727,T2e1
I6535,BBC,Copper Age,Poland,M,-2463.0,-2205.0,-2334.0,4284.0,129.0,50.09000015258789,18.100000381469727,U5a2b
I6537,EBAPl,Bronze Age,Poland,M,-2290.0,-2041.0,-2165.5,4115.5,124.5,50.11000061035156,18.209999084472656,I1a1
I6538,BBC,Copper Age,Poland,F,-2008.0,-1765.0,-1886.5,3836.5,121.5,50.90999984741211,16.790000915527344,H40
I6539,BBC,Copper Age,Spain,M,-2500.0,-2000.0,-2250.0,4200.0,250.0,40.220001220703125,-3.759999990463257,T2b3+151
I6542,BBC,Copper Age,Spain,M,-2500.0,-1750.0,-2125.0,4075.0,375.0,40.43899917602539,-3.500999927520752,U5b1i
I6543,CAIB,Copper Age,Spain,M,-2479.0,-1945.0,-2212.0,4162.0,267.0,40.43899917602539,-3.500999927520752,H1
I6561,NEUk,Neolithic,Ukraine,M,-4045.0,-3974.0,-4009.5,5959.5,35.5,49.709999084472656,37.58000183105469,H2a1a
I6579,EBAPl,Bronze Age,Poland,F,-2335.0,-2046.0,-2190.5,4140.5,144.5,51.040000915527344,17.06999969482422,K1a4a1g
I6580,BBC,Copper Age,Poland,M,-2300.0,-2150.0,-2225.0,4175.0,75.0,50.869998931884766,16.860000610351562,K1a1b2b
I6581,BBC,Copper Age,Poland,M,-2455.0,-2145.0,-2300.0,4250.0,155.0,50.09000015258789,18.100000381469727,H6a1a
I6582,BBC,Copper Age,Poland,F,-2343.0,-2057.0,-2200.0,4150.0,143.0,50.09000015258789,18.100000381469727,U5a2b
I6583,BBC,Copper Age,Poland,F,-2289.0,-2050.0,-2169.5,4119.5,119.5,50.959999084472656,17.020000457763672,U5b1c2
I6584,BBC,Copper Age,Spain,F,-2500.0,-2000.0,-2250.0,4200.0,250.0,40.220001220703125,-3.759999990463257,H4a1a+195
I6585,BBC,Copper Age,Spain,M,-2344.0,-2135.0,-2239.5,4189.5,104.5,40.220001220703125,-3.759999990463257,K1a4a1
I6587,BBC,Copper Age,Spain,M,-2500.0,-2000.0,-2250.0,4200.0,250.0,40.220001220703125,-3.759999990463257,K1a1b1
I6588,BBC,Copper Age,Spain,M,-2500.0,-2000.0,-2250.0,4200.0,250.0,40.220001220703125,-3.759999990463257,U5b2b3
I6589,BBC,Copper Age,Spain,M,-2500.0,-2000.0,-2250.0,4200.0,250.0,40.220001220703125,-3.759999990463257,K1a1b1
I6590,BBC,Copper Age,Germany,F,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.84099960327149,12.75,X2c1
I6591,BBC,Copper Age,Germany,F,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.84099960327149,12.75,U5b2c
I6596,CAIB,Copper Age,Spain,M,-2900.0,-2300.0,-2600.0,4550.0,300.0,40.220001220703125,-3.759999990463257,H3
I6601,CAIB,Copper Age,Portugal,M,-2800.0,-2600.0,-2700.0,4650.0,100.0,39.09000015258789,-9.289999961853027,H1e2
I6604,CAIB,Copper Age,Spain,M,-2127.0,-1905.0,-2016.0,3966.0,111.0,40.43899917602539,-3.500999927520752,U5b1c
I6605,CAIB,Copper Age,Spain,F,-2479.0,-2287.0,-2383.0,4333.0,96.0,40.43899917602539,-3.500999927520752,H1t
I6608,CAIB,Copper Age,Spain,M,-2020.0,-1768.0,-1894.0,3844.0,126.0,40.43899917602539,-3.500999927520752,J1c1
I6609,CAIB,Copper Age,Spain,F,-2436.0,-2143.0,-2289.5,4239.5,146.5,40.43899917602539,-3.500999927520752,U5b1e
I6610,CAIB,Copper Age,Spain,F,-1971.0,-1745.0,-1858.0,3808.0,113.0,40.43899917602539,-3.500999927520752,K1a+195
I6612,CAIB,Copper Age,Spain,F,-2479.0,-1945.0,-2212.0,4162.0,267.0,40.43899917602539,-3.500999927520752,J1c3
I6613,CAIB,Copper Age,Spain,F,-2479.0,-1945.0,-2212.0,4162.0,267.0,40.43899917602539,-3.500999927520752,U5b1
I6617,CAIB,Copper Age,Spain,M,-2900.0,-2300.0,-2600.0,4550.0,300.0,40.220001220703125,-3.759999990463257,H1+16189
I6618,BAIB,Bronze Age,Spain,M,-1879.0,-1693.0,-1786.0,3736.0,93.0,40.220001220703125,-3.759999990463257,U5b3
I6622,BBC,Copper Age,Spain,M,-2800.0,-1750.0,-2275.0,4225.0,525.0,40.43899917602539,-3.500999927520752,U5b1i
I6623,BBC,Copper Age,Spain,F,-1956.0,-1743.0,-1849.5,3799.5,106.5,40.43899917602539,-3.500999927520752,U5b1f1a
I6624,BBC,Copper Age,Germany,F,-2500.0,-2000.0,-2250.0,4200.0,250.0,48.84099960327149,12.75,T1a1
I6626,BBC,Copper Age,Spain,U,-2500.0,-1750.0,-2125.0,4075.0,375.0,40.43899917602539,-3.500999927520752,H1
I6628,CAIB,Copper Age,Spain,F,-2900.0,-2300.0,-2600.0,4550.0,300.0,40.220001220703125,-3.759999990463257,H1
I6629,CAIB,Copper Age,Spain,M,-2900.0,-2300.0,-2600.0,4550.0,300.0,40.220001220703125,-3.759999990463257,T2b
I6630,CAIB,Copper Age,Spain,F,-2900.0,-2300.0,-2600.0,4550.0,300.0,40.220001220703125,-3.759999990463257,J2a1a1
I6679,BBC,Bronze Age,Great Britain,M,-2124.0,-1890.0,-2007.0,3957.0,117.0,55.30998229980469,-1.553328037261963,J1c1b1
I6680,BABI,Bronze Age,Great Britain,M,-1876.0,-1625.0,-1750.5,3700.5,125.5,55.30998229980469,-1.553328037261963,H1+16189
I6750,NEBI,Neolithic,Great Britain,M,-3755.0,-3660.0,-3707.5,5657.5,47.5,51.05279922485352,-1.4337999820709229,K1a+195
I6751,NEBI,Neolithic,Great Britain,F,-3755.0,-3660.0,-3707.5,5657.5,47.5,51.05279922485352,-1.4337999820709229,U5b1+16189+@16192
I6759,NEBI,Neolithic,Great Britain,M,-3650.0,-3522.0,-3586.0,5536.0,64.0,54.074440002441406,-2.2872841358184814,J1c1
I6761,NEBI,Neolithic,Great Britain,F,-3650.0,-3400.0,-3525.0,5475.0,125.0,50.8289794921875,-0.1128249987959861,K1a+195
I6762,NEBI,Neolithic,Great Britain,M,-4000.0,-3300.0,-3650.0,5600.0,350.0,51.56105041503906,-1.4459229707717896,K1a1b1
I6774,BBC,Bronze Age,Great Britain,M,-2287.0,-2044.0,-2165.5,4115.5,121.5,50.86251449584961,-0.1215059980750083,H4a1a1a
I6775,BBC,Bronze Age,Great Britain,M,-2400.0,-2000.0,-2200.0,4150.0,200.0,51.12128448486328,-3.075648069381714,H1
I6777,BBC,Bronze Age,Great Britain,M,-2500.0,-1900.0,-2200.0,4150.0,300.0,51.14705276489258,-1.8125289678573608,U4b1b2
I6778,BBC,Bronze Age,Great Britain,F,-2500.0,-1900.0,-2200.0,4150.0,300.0,51.14705276489258,-1.8125289678573608,K1a26
I7040,BAHu,Bronze Age,Hungary,F,-2500.0,-2200.0,-2350.0,4300.0,150.0,47.429954528808594,19.051965713500977,K1a4b
I7041,BAHu,Bronze Age,Hungary,M,-2500.0,-2200.0,-2350.0,4300.0,150.0,47.429954528808594,19.051965713500977,H1b1
I7042,BAHu,Bronze Age,Hungary,M,-2500.0,-2200.0,-2350.0,4300.0,150.0,47.429954528808594,19.051965713500977,H
I7043,BAHu,Bronze Age,Hungary,M,-2500.0,-2200.0,-2350.0,4300.0,150.0,47.429954528808594,19.051965713500977,H1b1
I7044,BBC,Copper Age,Hungary,M,-2500.0,-2200.0,-2350.0,4300.0,150.0,47.429954528808594,19.051965713500977,U5b1d1b
I7045,BBC,Copper Age,Hungary,F,-2500.0,-2200.0,-2350.0,4300.0,150.0,47.429954528808594,19.051965713500977,T2c1d+152
I7158,CLIB,Classical Age,Spain,M,200.0,500.0,350.0,1600.0,150.0,41.27399826049805,1.1779999732971191,T2b
I7160,NEIB,Neolithic,Spain,F,-4039.0,-3804.0,-3921.5,5871.5,117.5,36.44499969482422,-6.210000038146973,T2c1d
I7162,BAIB,Bronze Age,Spain,F,-1932.0,-1697.0,-1814.5,3764.5,117.5,36.39139938354492,-6.1685028076171875,T2e
I7195,UNC,Bronze Age,Czech Republic,F,-2200.0,-1700.0,-1950.0,3900.0,250.0,50.0504150390625,14.366726875305176,H3v+16093
I7196,UNC,Bronze Age,Czech Republic,M,-2200.0,-1700.0,-1950.0,3900.0,250.0,50.0504150390625,14.366726875305176,K1a+195
I7197,UNC,Bronze Age,Czech Republic,M,-2200.0,-1700.0,-1950.0,3900.0,250.0,50.0504150390625,14.366726875305176,X2b6
I7198,UNC,Bronze Age,Czech Republic,F,-2200.0,-1700.0,-1950.0,3900.0,250.0,50.0504150390625,14.366726875305176,U5b2c
I7199,UNC,Bronze Age,Czech Republic,M,-2200.0,-1700.0,-1950.0,3900.0,250.0,50.0504150390625,14.366726875305176,J1c3a
I7200,UNC,Bronze Age,Czech Republic,F,-2200.0,-1700.0,-1950.0,3900.0,250.0,50.0504150390625,14.366726875305176,R1b1
I7201,UNC,Bronze Age,Czech Republic,F,-2200.0,-1700.0,-1950.0,3900.0,250.0,50.0504150390625,14.366726875305176,U5a1a2b
I7202,UNC,Bronze Age,Czech Republic,M,-2200.0,-1700.0,-1950.0,3900.0,250.0,50.0504150390625,14.366726875305176,U5a1a2b
I7203,UNC,Bronze Age,Czech Republic,M,-2200.0,-1700.0,-1950.0,3900.0,250.0,50.0504150390625,14.366726875305176,H1
I7205,BBC,Copper Age,Czech Republic,M,-2500.0,-2200.0,-2350.0,4300.0,150.0,50.4102668762207,14.074597358703612,H10+(16093)
I7210,BBC,Copper Age,Czech Republic,M,-2500.0,-2200.0,-2350.0,4300.0,150.0,50.4102668762207,14.074597358703612,H6a1b4
I7211,BBC,Copper Age,Czech Republic,F,-2500.0,-2200.0,-2350.0,4300.0,150.0,50.4102668762207,14.074597358703612,U5b3
I7212,BBC,Copper Age,Czech Republic,M,-2500.0,-2200.0,-2350.0,4300.0,150.0,50.4102668762207,14.074597358703612,K1b1a1+199
I7213,BBC,Copper Age,Czech Republic,F,-2500.0,-2200.0,-2350.0,4300.0,150.0,50.4102668762207,14.074597358703612,HV+16311
I7214,BBC,Copper Age,Czech Republic,F,-2500.0,-2200.0,-2350.0,4300.0,150.0,50.4102668762207,14.074597358703612,U8b1b1
I7249,BBC,Copper Age,Czech Republic,M,-2500.0,-2200.0,-2350.0,4300.0,150.0,50.189998626708984,14.157999992370604,I2
I7250,BBC,Copper Age,Czech Republic,F,-2500.0,-2200.0,-2350.0,4300.0,150.0,50.189998626708984,14.157999992370604,R1a1a
I7251,BBC,Copper Age,Czech Republic,M,-2500.0,-2200.0,-2350.0,4300.0,150.0,50.189998626708984,14.157999992370604,U2e1
I7269,BBC,Copper Age,Czech Republic,M,-2500.0,-2200.0,-2350.0,4300.0,150.0,50.189998626708984,14.157999992370604,T2e
I7270,BBC,Copper Age,Czech Republic,F,-2500.0,-2200.0,-2350.0,4300.0,150.0,50.189998626708984,14.157999992370604,K1a2c
I7271,BBC,Copper Age,Czech Republic,M,-2500.0,-2200.0,-2350.0,4300.0,150.0,50.189998626708984,14.157999992370604,U4a2
I7272,CWC,Neolithic,Czech Republic,M,-2900.0,-2200.0,-2550.0,4500.0,350.0,50.189998626708984,14.157999992370604,K2a5
I7275,BBC,Copper Age,Czech Republic,M,-2500.0,-2200.0,-2350.0,4300.0,150.0,50.189998626708984,14.157999992370604,U5b2c
I7276,BBC,Copper Age,Czech Republic,M,-2500.0,-2200.0,-2350.0,4300.0,150.0,50.189998626708984,14.157999992370604,H5b
I7278,BBC,Copper Age,Czech Republic,M,-2500.0,-2200.0,-2350.0,4300.0,150.0,50.189998626708984,14.157999992370604,U4a2
I7279,CWC,Neolithic,Czech Republic,M,-2900.0,-2200.0,-2550.0,4500.0,350.0,50.189998626708984,14.157999992370604,H7d
I7280,CWC,Neolithic,Czech Republic,M,-2900.0,-2200.0,-2550.0,4500.0,350.0,50.189998626708984,14.157999992370604,W5a
I7281,BBC,Copper Age,Czech Republic,F,-2500.0,-2200.0,-2350.0,4300.0,150.0,50.04498291015625,14.339296340942385,H5a1g
I7282,BBC,Copper Age,Czech Republic,M,-2500.0,-2200.0,-2350.0,4300.0,150.0,50.4102668762207,14.074597358703612,K1a3a3
I7283,BBC,Copper Age,Czech Republic,F,-2500.0,-2200.0,-2350.0,4300.0,150.0,50.4102668762207,14.074597358703612,K1a3a3
I7286,BBC,Copper Age,Czech Republic,M,-2500.0,-2200.0,-2350.0,4300.0,150.0,50.4102668762207,14.074597358703612,I4a
I7287,BBC,Copper Age,Czech Republic,M,-2500.0,-2200.0,-2350.0,4300.0,150.0,50.4102668762207,14.074597358703612,K1a4a1
I7288,BBC,Copper Age,Czech Republic,M,-2500.0,-2200.0,-2350.0,4300.0,150.0,50.4102668762207,14.074597358703612,H1m
I7289,BBC,Copper Age,Czech Republic,M,-2500.0,-2200.0,-2350.0,4300.0,150.0,50.4102668762207,14.074597358703612,U8b1b1
I7290,BBC,Copper Age,Czech Republic,F,-2500.0,-2200.0,-2350.0,4300.0,150.0,50.4102668762207,14.074597358703612,V3
I7423,MAIB,Middle Ages,Spain,M,1500.0,1600.0,1550.0,400.0,50.0,36.95083236694336,-3.547222137451172,H20c
I7424,MAIB,Middle Ages,Spain,F,1500.0,1600.0,1550.0,400.0,50.0,36.95083236694336,-3.547222137451172,U5b1+16189+@16192
I7425,MAIB,Middle Ages,Spain,F,1500.0,1600.0,1550.0,400.0,50.0,36.95083236694336,-3.547222137451172,W6
I7426,MAIB,Middle Ages,Spain,M,1500.0,1600.0,1550.0,400.0,50.0,36.95083236694336,-3.547222137451172,H
I7427,MAIB,Middle Ages,Spain,M,900.0,1000.0,950.0,1000.0,50.0,37.18252944946289,-3.5922915935516357,H1+16189
I7457,MAIB,Middle Ages,Spain,M,1100.0,1300.0,1200.0,750.0,100.0,37.00106048583984,-3.993030548095703,H3+152
I7458,MAIB,Middle Ages,Spain,U,1100.0,1300.0,1200.0,750.0,100.0,37.00106048583984,-3.993030548095703,H3ap
I7497,MAIB,Middle Ages,Spain,F,1000.0,1100.0,1050.0,900.0,50.0,37.80710983276367,-2.543041706085205,H20a
I7498,MAIB,Middle Ages,Spain,M,1000.0,1100.0,1050.0,900.0,50.0,37.80710983276367,-2.543041706085205,H3a1
I7499,MAIB,Middle Ages,Spain,F,1000.0,1100.0,1050.0,900.0,50.0,37.80710983276367,-2.543041706085205,H5
I7500,MAIB,Middle Ages,Spain,M,900.0,1100.0,1000.0,950.0,100.0,36.70000076293945,-3.4833333492279053,M1b1a
I7547,NEIB,Neolithic,Spain,F,-4300.0,-3700.0,-4000.0,5950.0,300.0,36.44499969482422,-6.210000038146973,K1a+195
I7549,NEIB,Neolithic,Spain,F,-4300.0,-3700.0,-4000.0,5950.0,300.0,36.44499969482422,-6.210000038146973,K1a4a1
I7550,NEIB,Neolithic,Spain,F,-4300.0,-3700.0,-4000.0,5950.0,300.0,36.44499969482422,-6.210000038146973,K1b1a
I7554,NEBI,Neolithic,Great Britain,M,-3366.0,-3103.0,-3234.5,5184.5,131.5,58.986515045166016,-3.249000072479248,J1c9
I7568,BABI,Bronze Age,Great Britain,F,-1600.0,-1300.0,-1450.0,3400.0,150.0,52.34000015258789,0.0299999993294477,W1+119
I7569,BABI,Bronze Age,Great Britain,F,-1619.0,-1457.0,-1538.0,3488.0,81.0,52.6963005065918,-0.3400000035762787,K1a1b1
I7570,BABI,Bronze Age,Great Britain,M,-1735.0,-1531.0,-1633.0,3583.0,102.0,52.6963005065918,-0.3400000035762787,T2b4+152
I7571,BABI,Bronze Age,Great Britain,M,-1448.0,-1259.0,-1353.5,3303.5,94.5,52.34000015258789,0.0299999993294477,J1c1
I7572,BABI,Bronze Age,Great Britain,M,-1510.0,-1302.0,-1406.0,3356.0,104.0,52.34000015258789,0.0299999993294477,H13a1a
I7573,BABI,Bronze Age,Great Britain,F,-1642.0,-1507.0,-1574.5,3524.5,67.5,52.31060791015625,0.386227011680603,H1
I7574,BABI,Bronze Age,Great Britain,F,-1406.0,-1230.0,-1318.0,3268.0,88.0,52.17839050292969,0.1225439980626106,H1a3
